value	start	length
contortionist	c	13
contortionistic	c	15
contortive	c	10
contour	c	7
contourne	c	9
contra	c	6
contraband	c	10
contrabandage	c	13
contrabandery	c	13
contrabandism	c	13
contrabandist	c	13
contrabandista	c	14
contrabass	c	10
contrabassist	c	13
contrabasso	c	11
contracapitalist	c	16
contraception	c	13
contraceptionist	c	16
contraceptive	c	13
contracivil	c	11
contraclockwise	c	15
contract	c	8
contractable	c	12
contractant	c	11
contractation	c	13
contracted	c	10
contractedly	c	12
contractedness	c	14
contractee	c	10
contracter	c	10
contractibility	c	15
contractible	c	12
contractibleness	c	16
contractibly	c	12
contractile	c	11
contractility	c	13
contraction	c	11
contractional	c	13
contractionist	c	14
contractive	c	11
contractively	c	13
contractiveness	c	15
contractor	c	10
contractual	c	11
contractually	c	13
contracture	c	11
contractured	c	12
contradebt	c	10
contradict	c	10
contradictable	c	14
contradictedness	c	16
contradicter	c	12
contradiction	c	13
contradictional	c	15
contradictious	c	14
contradictiously	c	16
contradictiousness	c	18
contradictive	c	13
contradictively	c	15
contradictiveness	c	17
contradictor	c	12
contradictorily	c	15
contradictoriness	c	17
contradictory	c	13
contradiscriminate	c	18
contradistinct	c	14
contradistinction	c	17
contradistinctive	c	17
contradistinctively	c	19
contradistinctly	c	16
contradistinguish	c	17
contradivide	c	12
contrafacture	c	13
contrafagotto	c	13
contrafissura	c	13
contraflexure	c	13
contraflow	c	10
contrafocal	c	11
contragredience	c	15
contragredient	c	14
contrahent	c	10
contrail	c	8
contraindicate	c	14
contraindication	c	16
contraindicative	c	16
contralateral	c	13
contralto	c	9
contramarque	c	12
contranatural	c	13
contrantiscion	c	14
contraoctave	c	12
contraparallelogram	c	19
contraplex	c	10
contrapolarization	c	18
contrapone	c	10
contraponend	c	12
contraposaune	c	13
contrapose	c	10
contraposit	c	11
contraposita	c	12
contraposition	c	14
contrapositive	c	14
contraprogressist	c	17
contraprop	c	10
contraproposal	c	14
contraption	c	11
contraptious	c	12
contrapuntal	c	12
contrapuntalist	c	15
contrapuntally	c	14
contrapuntist	c	13
contrapunto	c	11
contrarational	c	14
contraregular	c	13
contraregularity	c	16
contraremonstrance	c	18
contraremonstrant	c	17
contrarevolutionary	c	19
contrariant	c	11
contrariantly	c	13
contrariety	c	11
contrarily	c	10
contrariness	c	12
contrarious	c	11
contrariously	c	13
contrariousness	c	15
contrariwise	c	12
contrarotation	c	14
contrary	c	8
contrascriptural	c	16
contrast	c	8
contrastable	c	12
contrastably	c	12
contrastedly	c	12
contrastimulant	c	15
contrastimulation	c	17
contrastimulus	c	14
contrastingly	c	13
contrastive	c	11
contrastively	c	13
contrastment	c	12
contrasty	c	9
contrasuggestible	c	17
contratabular	c	13
contrate	c	8
contratempo	c	11
contratenor	c	11
contravalence	c	13
contravallation	c	15
contravariant	c	13
contravene	c	10
contravener	c	11
contravention	c	13
contraversion	c	13
contravindicate	c	15
contravindication	c	17
contrawise	c	10
contrayerva	c	11
contrectation	c	13
contreface	c	10
contrefort	c	10
contretemps	c	11
contributable	c	13
contribute	c	10
contribution	c	12
contributional	c	14
contributive	c	12
contributively	c	14
contributiveness	c	16
contributor	c	11
contributorial	c	14
contributorship	c	15
contributory	c	12
contrite	c	8
contritely	c	10
contriteness	c	12
contrition	c	10
contriturate	c	12
contrivance	c	11
contrivancy	c	11
contrive	c	8
contrivement	c	12
contriver	c	9
control	c	7
controllability	c	15
controllable	c	12
controllableness	c	16
controllably	c	12
controller	c	10
controllership	c	14
controlless	c	11
controllingly	c	13
controlment	c	11
controversial	c	13
controversialism	c	16
controversialist	c	16
controversialize	c	16
controversially	c	15
controversion	c	13
controversional	c	15
controversionalism	c	18
controversionalist	c	18
controversy	c	11
controvert	c	10
controverter	c	12
controvertible	c	14
controvertibly	c	14
controvertist	c	13
contubernal	c	11
contubernial	c	12
contubernium	c	12
contumacious	c	12
contumaciously	c	14
contumaciousness	c	16
contumacity	c	11
contumacy	c	9
contumelious	c	12
contumeliously	c	14
contumeliousness	c	16
contumely	c	9
contund	c	7
conturbation	c	12
contuse	c	7
contusion	c	9
contusioned	c	11
contusive	c	9
conubium	c	8
conularia	c	9
conumerary	c	10
conumerous	c	10
conundrum	c	9
conundrumize	c	12
conurbation	c	11
conure	c	6
conuropsis	c	10
conurus	c	7
conus	c	5
conusable	c	9
conusance	c	9
conusant	c	8
conusee	c	7
conusor	c	7
conutrition	c	11
conuzee	c	7
conuzor	c	7
convalesce	c	10
convalescence	c	13
convalescency	c	13
convalescent	c	12
convalescently	c	14
convallamarin	c	13
convallaria	c	11
convallariaceae	c	15
convallariaceous	c	16
convallarin	c	11
convect	c	7
convection	c	10
convectional	c	12
convective	c	10
convectively	c	12
convector	c	9
convenable	c	10
convenably	c	10
convene	c	7
convenee	c	8
convener	c	8
convenership	c	12
convenience	c	11
conveniency	c	11
convenient	c	10
conveniently	c	12
convenientness	c	14
convent	c	7
conventical	c	11
conventically	c	13
conventicle	c	11
conventicler	c	12
conventicular	c	13
convention	c	10
conventional	c	12
conventionalism	c	15
conventionalist	c	15
conventionality	c	15
conventionalization	c	19
conventionalize	c	15
conventionally	c	14
conventionary	c	13
conventioner	c	12
conventionism	c	13
conventionist	c	13
conventionize	c	13
conventual	c	10
conventually	c	12
converge	c	8
convergement	c	12
convergence	c	11
convergency	c	11
convergent	c	10
convergescence	c	14
converging	c	10
conversable	c	11
conversableness	c	15
conversably	c	11
conversance	c	11
conversancy	c	11
conversant	c	10
conversantly	c	12
conversation	c	12
conversationable	c	16
conversational	c	14
conversationalist	c	17
conversationally	c	16
conversationism	c	15
conversationist	c	15
conversationize	c	15
conversative	c	12
converse	c	8
conversely	c	10
converser	c	9
conversibility	c	14
conversible	c	11
conversion	c	10
conversional	c	12
conversionism	c	13
conversionist	c	13
conversive	c	10
convert	c	7
converted	c	9
convertend	c	10
converter	c	9
convertibility	c	14
convertible	c	11
convertibleness	c	15
convertibly	c	11
converting	c	10
convertingness	c	14
convertise	c	10
convertism	c	10
convertite	c	10
convertive	c	10
convertor	c	9
conveth	c	7
convex	c	6
convexed	c	8
convexedly	c	10
convexedness	c	12
convexity	c	9
convexly	c	8
convexness	c	10
convey	c	6
conveyable	c	10
conveyal	c	8
conveyance	c	10
conveyancer	c	11
conveyancing	c	12
conveyer	c	8
convict	c	7
convictable	c	11
conviction	c	10
convictional	c	12
convictism	c	10
convictive	c	10
convictively	c	12
convictiveness	c	14
convictment	c	11
convictor	c	9
convince	c	8
convinced	c	9
convincedly	c	11
convincedness	c	13
convincement	c	12
convincer	c	9
convincibility	c	14
convincible	c	11
convincing	c	10
convincingly	c	12
convincingness	c	14
convival	c	8
convive	c	7
convivial	c	9
convivialist	c	12
conviviality	c	12
convivialize	c	12
convivially	c	11
convocant	c	9
convocate	c	9
convocation	c	11
convocational	c	13
convocationally	c	15
convocationist	c	14
convocative	c	11
convocator	c	10
convoke	c	7
convoker	c	8
convoluta	c	9
convolute	c	9
convoluted	c	10
convolutely	c	11
convolution	c	11
convolutional	c	13
convolutionary	c	14
convolutive	c	11
convolve	c	8
convolvement	c	12
convolvulaceae	c	14
convolvulaceous	c	15
convolvulad	c	11
convolvuli	c	10
convolvulic	c	11
convolvulin	c	11
convolvulinic	c	13
convolvulinolic	c	15
convolvulus	c	11
convoy	c	6
convulsant	c	10
convulse	c	8
convulsedly	c	11
convulsibility	c	14
convulsible	c	11
convulsion	c	10
convulsional	c	12
convulsionary	c	13
convulsionism	c	13
convulsionist	c	13
convulsive	c	10
convulsively	c	12
convulsiveness	c	14
cony	c	4
conycatcher	c	11
conyrine	c	8
coo	c	3
cooba	c	5
coodle	c	6
cooee	c	5
cooer	c	5
coof	c	4
coohee	c	6
cooing	c	6
cooingly	c	8
cooja	c	5
cook	c	4
cookable	c	8
cookbook	c	8
cookdom	c	7
cookee	c	6
cookeite	c	8
cooker	c	6
cookery	c	7
cookhouse	c	9
cooking	c	7
cookish	c	7
cookishly	c	9
cookless	c	8
cookmaid	c	8
cookout	c	7
cookroom	c	8
cookshack	c	9
cookshop	c	8
cookstove	c	9
cooky	c	5
cool	c	4
coolant	c	7
coolen	c	6
cooler	c	6
coolerman	c	9
coolheaded	c	10
coolheadedly	c	12
coolheadedness	c	14
coolhouse	c	9
coolibah	c	8
coolie	c	6
cooling	c	7
coolingly	c	9
coolingness	c	11
coolish	c	7
coolly	c	6
coolness	c	8
coolth	c	6
coolung	c	7
coolweed	c	8
coolwort	c	8
cooly	c	5
coom	c	4
coomb	c	5
coomy	c	5
coon	c	4
cooncan	c	7
coonily	c	7
cooniness	c	9
coonroot	c	8
coonskin	c	8
coontail	c	8
coontie	c	7
coony	c	5
coop	c	4
cooper	c	6
cooperage	c	9
cooperia	c	8
coopering	c	9
coopery	c	7
cooree	c	6
coorg	c	5
coorie	c	6
cooruptibly	c	11
coos	c	4
cooser	c	6
coost	c	5
coosuc	c	6
coot	c	4
cooter	c	6
cootfoot	c	8
coothay	c	7
cootie	c	6
cop	c	3
copa	c	4
copable	c	7
copacetic	c	9
copaene	c	7
copaiba	c	7
copaibic	c	8
copaifera	c	9
copaiva	c	7
copaivic	c	8
copaiye	c	7
copal	c	5
copalche	c	8
copalcocote	c	11
copaliferous	c	12
copalite	c	8
copalm	c	6
coparallel	c	10
coparcenary	c	11
coparcener	c	10
coparceny	c	9
coparent	c	8
copart	c	6
copartaker	c	10
copartner	c	9
copartnership	c	13
copartnery	c	10
coparty	c	7
copassionate	c	12
copastor	c	8
copastorate	c	11
copatain	c	8
copatentee	c	10
copatriot	c	9
copatron	c	8
copatroness	c	11
cope	c	4
copehan	c	7
copei	c	5
copelata	c	8
copelatae	c	9
copelate	c	8
copellidine	c	11
copeman	c	7
copemate	c	8
copen	c	5
copending	c	9
copenetrate	c	11
copeognatha	c	11
copepod	c	7
copepoda	c	8
copepodan	c	9
copepodous	c	10
coper	c	5
coperception	c	12
coperiodic	c	10
copernican	c	10
copernicanism	c	13
copernicia	c	10
coperta	c	7
copesman	c	8
copesmate	c	9
copestone	c	9
copetitioner	c	12
cophasal	c	8
cophetua	c	8
cophosis	c	8
copiability	c	11
copiable	c	8
copiapite	c	9
copied	c	6
copier	c	6
copilot	c	7
coping	c	6
copiopia	c	8
copiopsia	c	9
copiosity	c	9
copious	c	7
copiously	c	9
copiousness	c	11
copis	c	5
copist	c	6
copita	c	6
coplaintiff	c	11
coplanar	c	8
coplanarity	c	11
copleased	c	9
coplotter	c	9
coploughing	c	11
coplowing	c	9
copolar	c	7
copolymer	c	9
copolymerization	c	16
copolymerize	c	12
coppaelite	c	10
copped	c	6
copper	c	6
copperas	c	8
copperbottom	c	12
copperer	c	8
copperhead	c	10
copperheadism	c	13
coppering	c	9
copperish	c	9
copperization	c	13
copperize	c	9
copperleaf	c	10
coppernose	c	10
coppernosed	c	11
copperplate	c	11
copperproof	c	11
coppersidesman	c	14
copperskin	c	10
coppersmith	c	11
coppersmithing	c	14
copperware	c	10
copperwing	c	10
copperworks	c	11
coppery	c	7
copperytailed	c	13
coppet	c	6
coppice	c	7
coppiced	c	8
coppicing	c	9
coppin	c	6
copping	c	7
copple	c	6
copplecrown	c	11
coppled	c	7
coppy	c	5
copr	c	4
copra	c	5
coprecipitate	c	13
coprecipitation	c	15
copremia	c	8
copremic	c	8
copresbyter	c	11
copresence	c	10
copresent	c	9
coprides	c	8
coprinae	c	8
coprincipal	c	11
coprincipate	c	12
coprinus	c	8
coprisoner	c	10
coprodaeum	c	10
coproduce	c	9
coproducer	c	10
coprojector	c	11
coprolagnia	c	11
coprolagnist	c	12
coprolalia	c	10
coprolaliac	c	11
coprolite	c	9
coprolith	c	9
coprolitic	c	10
coprology	c	9
copromisor	c	10
copromoter	c	10
coprophagan	c	11
coprophagia	c	11
coprophagist	c	12
coprophagous	c	12
coprophagy	c	10
coprophilia	c	11
coprophiliac	c	12
coprophilic	c	11
coprophilism	c	12
coprophilous	c	12
coprophyte	c	10
coproprietor	c	12
coproprietorship	c	16
coprose	c	7
coprosma	c	8
coprostasis	c	11
coprosterol	c	11
coprozoic	c	9
copse	c	5
copsewood	c	9
copsewooded	c	11
copsing	c	7
copsy	c	5
copt	c	4
copter	c	6
coptic	c	6
coptis	c	6
copula	c	6
copulable	c	9
copular	c	7
copularium	c	10
copulate	c	8
copulation	c	10
copulative	c	10
copulatively	c	12
copulatory	c	10
copunctal	c	9
copurchaser	c	11
copus	c	5
copy	c	4
copybook	c	8
copycat	c	7
copygraph	c	9
copygraphed	c	11
copyhold	c	8
copyholder	c	10
copyholding	c	11
copyism	c	7
copyist	c	7
copyman	c	7
copyreader	c	10
copyright	c	9
copyrightable	c	13
copyrighter	c	11
copywise	c	8
coque	c	5
coquecigrue	c	11
coquelicot	c	10
coqueluche	c	10
coquet	c	6
coquetoon	c	9
coquetry	c	8
coquette	c	8
coquettish	c	10
coquettishly	c	12
coquettishness	c	14
coquicken	c	9
coquilla	c	8
coquille	c	8
coquille	c	8
coquimbite	c	10
coquina	c	7
coquita	c	7
coquitlam	c	9
coquito	c	7
cor	c	3
cora	c	4
cora	c	4
corabeca	c	8
corabecan	c	9
corach	c	6
coraciae	c	8
coracial	c	8
coracias	c	8
coracii	c	7
coraciidae	c	10
coraciiform	c	11
coraciiformes	c	13
coracine	c	8
coracle	c	7
coracler	c	8
coracoacromial	c	14
coracobrachial	c	14
coracobrachialis	c	16
coracoclavicular	c	16
coracocostal	c	12
coracohumeral	c	13
coracohyoid	c	11
coracoid	c	8
coracoidal	c	10
coracomandibular	c	16
coracomorph	c	11
coracomorphae	c	13
coracomorphic	c	13
coracopectoral	c	14
coracoprocoracoid	c	17
coracoradialis	c	14
coracoscapular	c	14
coracovertebral	c	15
coradical	c	9
coradicate	c	10
corah	c	5
coraise	c	7
coral	c	5
coralberry	c	10
coralbush	c	9
coraled	c	7
coralflower	c	11
coralist	c	8
corallet	c	8
corallian	c	9
corallic	c	8
corallidae	c	10
corallidomous	c	13
coralliferous	c	13
coralliform	c	11
coralligena	c	11
coralligenous	c	13
coralligerous	c	13
corallike	c	9
corallina	c	9
corallinaceae	c	13
corallinaceous	c	14
coralline	c	9
corallite	c	9
corallium	c	9
coralloid	c	9
coralloidal	c	11
corallorhiza	c	12
corallum	c	8
corallus	c	8
coralroot	c	9
coralwort	c	9
coram	c	5
corambis	c	8
coranto	c	7
corban	c	6
corbeau	c	7
corbeil	c	7
corbel	c	6
corbeling	c	9
corbicula	c	9
corbiculate	c	11
corbiculum	c	10
corbie	c	6
corbiestep	c	10
corbovinum	c	10
corbula	c	7
corcass	c	7
corchorus	c	9
corcir	c	6
corcopali	c	9
corcyraean	c	10
cord	c	4
cordage	c	7
cordaitaceae	c	12
cordaitaceous	c	13
cordaitalean	c	12
cordaitales	c	11
cordaitean	c	10
cordaites	c	9
cordant	c	7
cordate	c	7
cordately	c	9
cordax	c	6
cordeau	c	7
corded	c	6
cordel	c	6
cordelia	c	8
cordelier	c	9
cordeliere	c	10
cordelle	c	8
corder	c	6
cordery	c	7
cordewane	c	9
cordia	c	6
cordial	c	7
cordiality	c	10
cordialize	c	10
cordially	c	9
cordialness	c	11
cordiceps	c	9
cordicole	c	9
cordierite	c	10
cordies	c	7
cordiform	c	9
cordigeri	c	9
cordillera	c	10
cordilleran	c	11
cordiner	c	8
cording	c	7
cordite	c	7
corditis	c	8
cordleaf	c	8
cordmaker	c	9
cordoba	c	7
cordon	c	6
cordonnet	c	9
cordovan	c	8
cordula	c	7
corduroy	c	8
corduroyed	c	10
cordwain	c	8
cordwainer	c	10
cordwainery	c	11
cordwood	c	8
cordy	c	5
cordyceps	c	9
cordyl	c	6
cordylanthus	c	12
cordyline	c	9
core	c	4
corebel	c	7
coreceiver	c	10
coreciprocal	c	12
corectome	c	9
corectomy	c	9
corector	c	8
cored	c	5
coredeem	c	8
coredeemer	c	10
coredemptress	c	13
coreductase	c	11
coree	c	5
coreflexed	c	10
coregence	c	9
coregency	c	9
coregent	c	8
coregnancy	c	10
coregnant	c	9
coregonid	c	9
coregonidae	c	11
coregonine	c	10
coregonoid	c	10
coregonus	c	9
coreid	c	6
coreidae	c	8
coreign	c	7
coreigner	c	9
corejoice	c	9
coreless	c	8
coreligionist	c	13
corella	c	7
corelysis	c	9
corema	c	6
coremaker	c	9
coremaking	c	10
coremium	c	8
coremorphosis	c	13
corenounce	c	10
coreometer	c	10
coreopsis	c	9
coreplastic	c	11
coreplasty	c	10
corer	c	5
coresidence	c	11
coresidual	c	10
coresign	c	8
coresonant	c	10
coresort	c	8
corespect	c	9
corespondency	c	13
corespondent	c	12
coretomy	c	8
coreveler	c	9
coreveller	c	10
corevolve	c	9
corey	c	5
corf	c	4
corfiote	c	8
corflambo	c	9
corge	c	5
corgi	c	5
coriaceous	c	10
corial	c	6
coriamyrtin	c	11
coriander	c	9
coriandrol	c	10
coriandrum	c	10
coriaria	c	8
coriariaceae	c	12
coriariaceous	c	13
coriin	c	6
corimelaena	c	11
corimelaenidae	c	14
corin	c	5
corindon	c	8
corineus	c	8
coring	c	6
corinna	c	7
corinne	c	7
corinth	c	7
corinthian	c	10
corinthianesque	c	15
corinthianism	c	13
corinthianize	c	13
coriolanus	c	10
coriparian	c	10
corium	c	6
corixa	c	6
corixidae	c	9
cork	c	4
corkage	c	7
corkboard	c	9
corke	c	5
corked	c	6
corker	c	6
corkiness	c	9
corking	c	7
corkish	c	7
corkite	c	7
corkmaker	c	9
corkmaking	c	10
corkscrew	c	9
corkscrewy	c	10
corkwing	c	8
corkwood	c	8
corky	c	5
corm	c	4
cormac	c	6
cormel	c	6
cormidium	c	9
cormoid	c	7
cormophyta	c	10
cormophyte	c	10
cormophytic	c	11
cormorant	c	9
cormous	c	7
cormus	c	6
corn	c	4
cornaceae	c	9
cornaceous	c	10
cornage	c	7
cornbell	c	8
cornberry	c	9
cornbin	c	7
cornbinks	c	9
cornbird	c	8
cornbole	c	8
cornbottle	c	10
cornbrash	c	9
corncake	c	8
corncob	c	7
corncracker	c	11
corncrib	c	8
corncrusher	c	11
corndodger	c	10
cornea	c	6
corneagen	c	9
corneal	c	7
cornein	c	7
corneitis	c	9
cornel	c	6
cornelia	c	8
cornelian	c	9
cornelius	c	9
cornemuse	c	9
corneocalcareous	c	16
corneosclerotic	c	15
corneosiliceous	c	15
corneous	c	8
corner	c	6
cornerbind	c	10
cornered	c	8
cornerer	c	8
cornerpiece	c	11
cornerstone	c	11
cornerways	c	10
cornerwise	c	10
cornet	c	6
cornetcy	c	8
cornettino	c	10
cornettist	c	10
corneule	c	8
corneum	c	7
cornfield	c	9
cornfloor	c	9
cornflower	c	10
corngrower	c	10
cornhouse	c	9
cornhusk	c	8
cornhusker	c	10
cornhusking	c	11
cornic	c	6
cornice	c	7
cornicle	c	8
corniculate	c	11
corniculer	c	10
corniculum	c	10
corniferous	c	11
cornific	c	8
cornification	c	13
cornified	c	9
corniform	c	9
cornigerous	c	11
cornin	c	6
corning	c	7
corniplume	c	10
cornish	c	7
cornishman	c	10
cornland	c	8
cornless	c	8
cornloft	c	8
cornmaster	c	10
cornmonger	c	10
cornopean	c	9
cornpipe	c	8
cornrick	c	8
cornroot	c	8
cornstalk	c	9
cornstarch	c	10
cornstook	c	9
cornu	c	5
cornual	c	7
cornuate	c	8
cornuated	c	9
cornubianite	c	12
cornucopia	c	10
cornucopiae	c	11
cornucopian	c	11
cornucopiate	c	12
cornule	c	7
cornulite	c	9
cornulites	c	10
cornupete	c	9
cornus	c	6
cornute	c	7
cornuted	c	8
cornutine	c	9
cornuto	c	7
cornwallis	c	10
cornwallite	c	11
corny	c	5
coroa	c	5
coroado	c	7
corocleisis	c	11
corodiary	c	9
corodiastasis	c	13
corodiastole	c	12
corody	c	6
corol	c	5
corolla	c	7
corollaceous	c	12
corollarial	c	11
corollarially	c	13
corollary	c	9
corollate	c	9
corollated	c	10
corolliferous	c	13
corolliform	c	11
corollike	c	9
corolline	c	9
corollitic	c	10
corometer	c	9
corona	c	6
coronach	c	8
coronad	c	7
coronadite	c	10
coronae	c	7
coronagraph	c	11
coronagraphic	c	13
coronal	c	7
coronale	c	8
coronaled	c	9
coronally	c	9
coronamen	c	9
coronary	c	8
coronate	c	8
coronated	c	9
coronation	c	10
coronatorial	c	12
coroner	c	7
coronership	c	11
coronet	c	7
coroneted	c	9
coronetted	c	10
coronetty	c	9
coroniform	c	10
coronilla	c	9
coronillin	c	10
coronion	c	8
coronitis	c	9
coronium	c	8
coronize	c	8
coronobasilar	c	13
coronofacial	c	12
coronofrontal	c	13
coronoid	c	8
